creator_id,creator_name,category,followers,videos_this_month,follower_growth_rate,avg_views_per_video,engagement_rate,reject_rate,tier
CR529,An Studio 65,Du lịch & Đời sống,2236238,92,7.40%,158074,5.58%,30.35%,Tier 1
CR530,Trang Beauty 40,Công nghệ,3442135,47,1.71%,1129305,9.10%,63.38%,Tier 2
CR531,Linh Tips 99,Giải trí,38533,59,10.37%,4123,4.91%,5.63%,Tier 3
CR532,Linh Tv 53,Ẩm thực,46665,59,5.34%,13874,1.25%,9.91%,Tier 3
CR533,An Vlog 29,Du lịch & Đời sống,14430,46,-4.12%,2372,2.77%,11.17%,Tier 3
CR534,Kiều Tips 27,Du lịch & Đời sống,35731,51,-2.01%,9603,3.28%,26.54%,Tier 3
CR535,Lan Studio 66,Du lịch & Đời sống,17523,59,22.27%,1594,7.08%,25.29%,Tier 3
CR536,Tuấn Studio 56,Giải trí,71079,79,15.38%,17528,10.51%,10.31%,Tier 2
CR537,Nam Studio 83,Ẩm thực,67569,55,20.13%,14058,5.39%,7.89%,Tier 2
CR538,Linh Official 79,Ẩm thực,44764,57,6.91%,10589,1.27%,17.42%,Tier 3
CR539,An Food 86,Giải trí,3981,13,8.84%,1096,8.96%,5.33%,Mass
CR540,Kiên Vlog 95,Du lịch & Đời sống,20710,21,11.62%,3375,7.50%,14.67%,Tier 3
CR541,Bình Makeup 42,Giải trí,29468,22,16.52%,6450,4.14%,27.25%,Tier 3
CR542,Tuấn Official 71,Giáo dục & Kiến thức,62619,69,20.32%,5251,10.70%,13.47%,Tier 2
CR543,Đức Channel 94,Thời trang & Làm đẹp,3270277,55,3.71%,678528,7.15%,70.16%,Tier 1
CR544,Nam Tv 12,Giải trí,43387,60,-3.24%,10694,3.07%,21.36%,Tier 3
CR545,An Makeup 13,Thời trang & Làm đẹp,83822,57,-5.08%,22383,8.56%,5.89%,Tier 2
CR546,Trang Beauty 75,Du lịch & Đời sống,15617,34,20.95%,4209,6.62%,29.42%,Tier 3
CR547,Đức Channel 19,Giáo dục & Kiến thức,3338418,7,19.18%,536521,8.39%,9.51%,Tier 2
CR548,Hoàng Studio 44,Du lịch & Đời sống,42407,40,13.20%,7046,5.46%,4.28%,Tier 3
CR549,An Channel 12,Giải trí,33852,29,22.58%,2579,1.52%,25.76%,Tier 3
CR550,Hà Tech 81,Giáo dục & Kiến thức,87080,35,6.68%,29595,10.72%,3.61%,Tier 2
CR551,Tuấn Review 33,Thời trang & Làm đẹp,1258424,7,8.28%,133433,5.73%,14.94%,Tier 2
CR552,Quỳnh Food 73,Thời trang & Làm đẹp,45761,38,21.87%,11977,8.19%,16.82%,Tier 3
CR553,Trang Tech 36,Công nghệ,41752,25,5.22%,14319,1.51%,21.00%,Tier 3
CR554,Kiên Food 96,Công nghệ,31327,51,8.42%,4986,6.05%,28.39%,Tier 3
CR555,Đức Food 51,Du lịch & Đời sống,19426,41,-1.48%,5190,5.09%,6.26%,Tier 3
CR556,An Tv 28,Giáo dục & Kiến thức,19249,48,-4.49%,1492,6.96%,6.63%,Tier 3
CR557,Linh Tips 10,Ẩm thực,57861,68,20.21%,13342,5.85%,14.46%,Tier 2
CR558,Bình Tips 24,Công nghệ,30583,22,5.29%,6304,2.72%,19.61%,Tier 3
CR559,Lan Official 55,Công nghệ,5053,11,5.10%,993,1.71%,26.24%,Mass
CR560,Quỳnh Channel 38,Thời trang & Làm đẹp,47528,37,14.09%,3643,4.67%,14.30%,Tier 3
CR561,Quỳnh Tech 24,Giáo dục & Kiến thức,15674,30,-1.14%,3676,9.17%,14.38%,Tier 3
CR562,Kiên Tech 17,Ẩm thực,24698,33,2.01%,3541,1.23%,16.62%,Tier 3
CR563,An Tech 43,Giải trí,85401,77,-0.99%,20730,10.13%,13.46%,Tier 2
CR564,An Official 76,Du lịch & Đời sống,42754,58,20.27%,5586,9.10%,23.75%,Tier 3
CR565,Kiều Makeup 60,Công nghệ,27946,50,-1.55%,6078,5.42%,21.35%,Tier 3
CR566,Kiên Official 68,Giải trí,21875,56,6.38%,1553,5.06%,20.22%,Tier 3
CR567,An Tv 69,Ẩm thực,3609,8,15.15%,214,5.26%,12.60%,Mass
CR568,Hoàng Studio 40,Ẩm thực,12047,22,15.60%,1738,5.84%,24.20%,Tier 3
CR569,Đức Food 73,Thời trang & Làm đẹp,27268,51,-1.38%,1669,4.99%,13.08%,Tier 3
CR570,Tuấn Official 76,Công nghệ,3047,28,-0.47%,200,10.78%,29.67%,Mass
CR571,Hà Makeup 63,Ẩm thực,1064855,111,17.71%,199860,9.59%,0.67%,Tier 1
CR572,An Official 88,Thời trang & Làm đẹp,2166917,65,17.40%,231417,4.78%,0.30%,Tier 1
CR573,Bình Tv 87,Công nghệ,86241,69,5.90%,14350,9.84%,4.36%,Tier 2
CR574,An Channel 36,Ẩm thực,22201,33,11.63%,1551,2.51%,7.53%,Tier 3
CR575,Minh Review 33,Ẩm thực,2354862,112,22.70%,636729,6.98%,9.57%,Tier 1
CR576,Lan Tech 12,Công nghệ,1993,38,12.63%,554,3.84%,11.00%,Mass
CR577,Hà Studio 35,Giáo dục & Kiến thức,49643,55,9.90%,14215,3.14%,29.46%,Tier 3
CR578,Hoàng Official 16,Thời trang & Làm đẹp,29219,31,10.69%,5679,1.74%,5.85%,Tier 3
CR579,Trang Tips 64,Ẩm thực,32209,25,19.86%,4566,4.36%,23.85%,Tier 3
CR580,Kiên Beauty 97,Thời trang & Làm đẹp,1952397,107,-3.10%,423997,11.06%,58.08%,Tier 1
CR581,Đức Review 34,Công nghệ,14985,28,6.12%,2825,8.44%,5.34%,Tier 3
CR582,Minh Tv 73,Công nghệ,18994,43,-0.38%,5325,3.64%,14.76%,Tier 3
CR583,An Review 69,Giáo dục & Kiến thức,46749,18,6.03%,16665,1.81%,2.74%,Tier 3
CR584,Kiều Review 73,Thời trang & Làm đẹp,3233217,34,14.15%,291401,6.95%,35.66%,Tier 2
CR585,Bình Tv 92,Thời trang & Làm đẹp,1236246,12,10.93%,184315,11.45%,5.11%,Tier 2
CR586,Lan Makeup 44,Giải trí,95512,51,8.07%,7852,6.47%,3.08%,Tier 2
CR587,Đức Studio 35,Du lịch & Đời sống,52504,37,2.90%,11523,8.34%,1.61%,Tier 2
CR588,Bình Tv 11,Công nghệ,12723,55,8.01%,3624,11.76%,24.96%,Tier 3
CR589,Tuấn Beauty 62,Du lịch & Đời sống,28631,51,1.01%,4384,3.96%,5.58%,Tier 3
CR590,Lan Beauty 35,Giáo dục & Kiến thức,47551,26,21.84%,11317,6.82%,29.96%,Tier 3
CR591,Linh Tech 84,Thời trang & Làm đẹp,25156,21,14.37%,7500,5.77%,28.81%,Tier 3
CR592,Linh Tv 10,Giải trí,25028,59,5.72%,1401,7.99%,24.54%,Tier 3
CR593,An Food 82,Thời trang & Làm đẹp,2220976,66,20.88%,195993,5.00%,58.94%,Tier 1
CR594,Bình Tips 70,Ẩm thực,41494,47,14.84%,11344,2.96%,18.87%,Tier 3
CR595,Bình Tv 41,Ẩm thực,11521,29,-1.09%,3969,6.30%,28.44%,Tier 3
CR596,Trang Vlog 92,Công nghệ,57442,57,21.30%,4993,6.15%,4.00%,Tier 2
CR597,Lan Vlog 40,Thời trang & Làm đẹp,36457,46,-1.37%,5642,6.45%,1.30%,Tier 3
CR598,Trang Official 75,Du lịch & Đời sống,1620723,84,17.02%,162203,11.72%,4.44%,Tier 1
CR599,Lan Tips 45,Giải trí,6210,14,-1.08%,689,10.48%,20.10%,Mass
CR600,An Food 14,Thời trang & Làm đẹp,91060,63,6.19%,23919,11.25%,3.84%,Tier 2
CR601,Linh Studio 12,Giáo dục & Kiến thức,1801347,42,-2.08%,372902,4.36%,36.87%,Tier 2
CR602,Lan Makeup 79,Công nghệ,5710,18,15.56%,1950,11.05%,0.82%,Mass
CR603,Trang Beauty 18,Công nghệ,43053,38,-4.00%,6268,7.46%,28.86%,Tier 3
CR604,Quỳnh Vlog 17,Thời trang & Làm đẹp,72936,79,12.11%,14654,8.24%,6.77%,Tier 2
CR605,Lan Food 11,Ẩm thực,315739,7,6.53%,20990,2.30%,1.52%,Tier 2
CR606,Kiều Tv 92,Du lịch & Đời sống,52546,56,7.39%,8426,2.84%,3.85%,Tier 2
CR607,Kiên Studio 29,Du lịch & Đời sống,94813,60,-3.56%,27745,6.02%,18.94%,Tier 2
CR608,Trang Makeup 31,Công nghệ,24472,23,-2.87%,4680,7.95%,12.77%,Tier 3
CR609,Linh Beauty 36,Ẩm thực,4755,12,18.16%,1331,6.77%,27.99%,Mass
CR610,Trang Food 34,Du lịch & Đời sống,21662,25,18.30%,6348,1.26%,4.07%,Tier 3
CR611,An Tech 46,Ẩm thực,29074,42,5.78%,5763,6.63%,5.79%,Tier 3
CR612,Trang Tv 21,Giải trí,31302,25,18.47%,8839,10.38%,17.18%,Tier 3
CR613,Quỳnh Review 34,Thời trang & Làm đẹp,3322898,13,9.45%,1067085,6.87%,14.75%,Tier 2
CR614,Quỳnh Food 43,Công nghệ,15303,47,4.31%,725,10.24%,10.49%,Tier 3
CR615,Trang Vlog 30,Du lịch & Đời sống,3905,6,-3.56%,387,7.86%,7.82%,Mass
CR616,Kiều Official 34,Du lịch & Đời sống,1028514,56,7.74%,320460,4.70%,9.89%,Tier 1
CR617,Trang Food 59,Công nghệ,23418,16,5.73%,2980,4.35%,19.56%,Tier 3
CR618,Tuấn Vlog 42,Giải trí,5276,27,5.23%,1194,2.22%,4.91%,Mass
CR619,Bình Vlog 64,Giải trí,34880,60,9.41%,2814,2.43%,7.51%,Tier 3
CR620,Đức Tech 58,Thời trang & Làm đẹp,99351,57,13.36%,25787,6.66%,10.48%,Tier 2
CR621,Quỳnh Food 50,Du lịch & Đời sống,22773,25,17.93%,5720,5.14%,16.42%,Tier 3
CR622,Linh Channel 77,Ẩm thực,45522,28,8.88%,13340,7.50%,4.38%,Tier 3
CR623,Hà Vlog 79,Du lịch & Đời sống,2127062,59,4.19%,743322,11.10%,67.68%,Tier 1
CR624,Bình Official 38,Giải trí,11841,52,21.71%,2978,10.34%,5.47%,Tier 3
CR625,Hoàng Tech 73,Giải trí,3447678,10,7.65%,1073633,7.81%,24.51%,Tier 2
CR626,Tuấn Makeup 29,Du lịch & Đời sống,4314,17,10.52%,1097,4.93%,25.24%,Mass
CR627,Kiều Vlog 61,Ẩm thực,12312,39,-0.64%,1270,7.34%,3.63%,Tier 3
CR628,Hà Studio 78,Giải trí,1879323,74,0.44%,554345,2.56%,3.80%,Tier 1
CR629,Đức Studio 45,Thời trang & Làm đẹp,19128,25,15.50%,4601,2.58%,24.51%,Tier 3
CR630,Hà Beauty 90,Giải trí,1841299,5,10.65%,256131,1.83%,20.77%,Tier 2
CR631,Trang Official 58,Giáo dục & Kiến thức,42219,35,17.58%,6403,8.97%,12.81%,Tier 3
CR632,Kiên Tv 87,Giáo dục & Kiến thức,19462,45,17.77%,2000,4.96%,20.57%,Tier 3
CR633,Quỳnh Vlog 87,Giáo dục & Kiến thức,2797442,91,2.65%,223274,1.60%,53.70%,Tier 1
CR634,Kiều Food 31,Ẩm thực,5955,22,21.93%,1026,7.61%,12.05%,Mass
CR635,Hà Tv 75,Giải trí,44807,51,4.27%,12756,10.84%,29.89%,Tier 3
CR636,Kiên Beauty 29,Ẩm thực,36799,17,7.02%,5121,4.40%,26.89%,Tier 3
CR637,Minh Review 43,Giải trí,3181565,9,5.82%,1001073,1.23%,17.97%,Tier 2
CR638,Hoàng Tech 85,Du lịch & Đời sống,64950,76,19.40%,12564,1.90%,10.84%,Tier 2
CR639,Lan Channel 97,Ẩm thực,6178,47,-0.23%,721,11.16%,2.52%,Mass
CR640,Nam Makeup 28,Công nghệ,37251,16,7.59%,2639,8.89%,21.24%,Tier 3
CR641,Tuấn Official 94,Giải trí,11896,20,18.29%,1266,2.82%,9.14%,Tier 3
CR642,Lan Tv 20,Giải trí,27220,59,0.76%,4232,1.79%,11.92%,Tier 3
CR643,Kiều Review 74,Du lịch & Đời sống,31080,41,11.80%,10327,4.74%,3.43%,Tier 3
CR644,Linh Review 65,Thời trang & Làm đẹp,25484,47,3.16%,2410,10.95%,18.64%,Tier 3
CR645,An Vlog 95,Giáo dục & Kiến thức,9117,38,10.21%,2823,8.24%,3.63%,Mass
CR646,Hà Tips 65,Ẩm thực,11411,44,16.87%,3373,1.67%,24.81%,Tier 3
CR647,Tuấn Official 76,Ẩm thực,84067,72,0.76%,12515,9.03%,14.45%,Tier 2
CR648,Kiên Studio 55,Ẩm thực,95727,47,19.98%,20106,9.32%,0.21%,Tier 2
CR649,Hoàng Review 86,Du lịch & Đời sống,26789,51,19.44%,7879,7.68%,2.23%,Tier 3
CR650,Quỳnh Tv 79,Ẩm thực,17044,29,17.03%,3086,4.02%,19.78%,Tier 3
CR651,Quỳnh Official 54,Du lịch & Đời sống,24055,42,-3.48%,2993,5.61%,5.81%,Tier 3
CR652,Linh Channel 77,Công nghệ,8569,46,5.82%,1820,10.00%,29.28%,Mass
CR653,Lan Tips 11,Giải trí,43944,41,9.95%,9026,5.41%,1.62%,Tier 3
CR654,Tuấn Food 37,Du lịch & Đời sống,66069,80,1.67%,18007,8.20%,5.10%,Tier 2
CR655,Trang Beauty 50,Giải trí,542099,93,12.81%,41491,4.17%,3.62%,Tier 1
CR656,Trang Official 53,Thời trang & Làm đẹp,24398,36,-2.78%,4822,8.53%,25.41%,Tier 3
CR657,Lan Channel 40,Giải trí,92047,56,12.45%,9626,6.53%,12.88%,Tier 2
CR658,Nam Tv 43,Thời trang & Làm đẹp,37024,56,5.16%,8642,3.00%,8.98%,Tier 3
CR659,An Tv 80,Du lịch & Đời sống,2790404,1,-4.59%,380291,5.48%,5.56%,Tier 2
CR660,Lan Tips 81,Du lịch & Đời sống,2274642,6,-0.78%,357282,6.02%,24.85%,Tier 2
CR661,Hà Tips 64,Du lịch & Đời sống,98495,49,7.25%,21964,3.74%,4.86%,Tier 2
CR662,Hà Makeup 82,Công nghệ,305854,65,9.91%,46802,5.91%,32.45%,Tier 1
CR663,Linh Beauty 31,Giải trí,33139,60,8.91%,8033,2.60%,6.64%,Tier 3
CR664,Tuấn Beauty 95,Công nghệ,2172762,42,2.06%,447309,1.32%,48.96%,Tier 2
CR665,Hoàng Vlog 93,Du lịch & Đời sống,47487,59,10.66%,2440,7.54%,18.21%,Tier 3
CR666,Bình Vlog 14,Giáo dục & Kiến thức,5726,23,6.07%,2257,1.93%,18.11%,Mass
CR667,Tuấn Official 28,Công nghệ,47345,58,-3.01%,12475,3.25%,11.78%,Tier 3
CR668,Quỳnh Beauty 74,Giải trí,445310,111,21.51%,97210,4.86%,69.93%,Tier 1
CR669,Trang Tips 62,Giáo dục & Kiến thức,1670304,8,0.05%,457912,10.89%,2.14%,Tier 2
CR670,Minh Beauty 27,Thời trang & Làm đẹp,13946,49,15.84%,4650,5.68%,3.59%,Tier 3
CR671,An Channel 95,Giáo dục & Kiến thức,25440,36,7.30%,2065,2.92%,21.51%,Tier 3
CR672,Quỳnh Official 68,Ẩm thực,906588,9,2.11%,164401,6.30%,13.76%,Tier 2
CR673,Nam Beauty 77,Du lịch & Đời sống,33489,17,5.35%,2524,8.95%,11.20%,Tier 3
CR674,Quỳnh Tips 30,Ẩm thực,37432,51,-4.62%,8247,1.50%,23.22%,Tier 3
CR675,Lan Studio 61,Giáo dục & Kiến thức,39075,31,14.79%,7552,4.57%,11.85%,Tier 3
CR676,Hoàng Channel 58,Giáo dục & Kiến thức,5118,11,14.45%,2157,2.74%,11.97%,Mass
CR677,Trang Tv 98,Giải trí,559695,6,10.93%,91765,2.13%,16.01%,Tier 2
CR678,Hà Studio 96,Ẩm thực,91127,47,10.27%,7140,5.01%,9.22%,Tier 2
CR679,Kiên Review 97,Du lịch & Đời sống,11358,28,2.60%,3366,9.25%,15.55%,Tier 3
CR680,Kiều Tech 14,Giải trí,1372214,7,-2.60%,79505,4.36%,6.70%,Tier 2
CR681,Trang Studio 15,Ẩm thực,73360,35,6.69%,17684,10.37%,11.63%,Tier 2
CR682,Nam Beauty 97,Giáo dục & Kiến thức,2448083,1,-0.75%,786137,3.18%,7.09%,Tier 2
CR683,Linh Food 10,Du lịch & Đời sống,50303,39,10.44%,9698,10.14%,15.92%,Tier 2
CR684,Hoàng Studio 87,Ẩm thực,8018,44,6.84%,2219,9.83%,4.84%,Mass
CR685,Kiều Vlog 77,Giáo dục & Kiến thức,40422,44,2.73%,6262,5.71%,11.43%,Tier 3
CR686,Hà Food 19,Du lịch & Đời sống,32317,31,3.95%,8610,3.51%,15.39%,Tier 3
CR687,Linh Food 58,Giáo dục & Kiến thức,11925,27,-0.17%,1135,4.87%,5.93%,Tier 3
CR688,Linh Review 20,Công nghệ,31609,31,17.09%,10420,9.58%,4.92%,Tier 3
CR689,Hoàng Tips 54,Công nghệ,13442,22,5.66%,3295,9.65%,22.20%,Tier 3
CR690,Lan Tv 78,Giải trí,23980,31,14.55%,4367,10.83%,1.97%,Tier 3
CR691,Quỳnh Beauty 79,Thời trang & Làm đẹp,39747,25,21.08%,2260,11.68%,28.42%,Tier 3
CR692,Hoàng Tech 56,Thời trang & Làm đẹp,418148,14,11.84%,33699,3.83%,4.95%,Tier 2
CR693,Kiên Official 81,Giải trí,31092,44,5.79%,3324,8.36%,3.19%,Tier 3
CR694,Đức Tv 38,Công nghệ,6676,10,16.08%,1880,3.51%,10.73%,Mass
CR695,Lan Food 94,Giải trí,31781,28,19.05%,3744,4.48%,19.47%,Tier 3
CR696,Bình Tips 81,Du lịch & Đời sống,12599,49,21.90%,2472,4.87%,29.15%,Tier 3
CR697,An Studio 96,Thời trang & Làm đẹp,6176,24,14.81%,936,1.25%,16.50%,Mass
CR698,Nam Makeup 15,Giải trí,4412,1,-4.54%,619,9.22%,4.40%,Mass
CR699,Trang Tv 97,Giáo dục & Kiến thức,880578,38,11.00%,193145,11.32%,72.99%,Tier 2
CR700,Bình Beauty 98,Du lịch & Đời sống,1262276,4,10.06%,291206,3.58%,9.94%,Tier 2
CR701,Minh Studio 92,Công nghệ,42266,46,8.50%,4324,5.30%,21.13%,Tier 3
CR702,Nam Tech 56,Giải trí,25452,45,6.92%,8100,11.47%,26.01%,Tier 3
CR703,Kiên Review 47,Giải trí,684130,102,12.88%,207949,7.95%,7.13%,Tier 1
CR704,Bình Makeup 44,Thời trang & Làm đẹp,1179467,82,7.87%,320472,3.90%,36.63%,Tier 1
CR705,Nam Food 41,Du lịch & Đời sống,3100605,11,3.37%,629381,3.80%,23.79%,Tier 2
CR706,Bình Vlog 90,Ẩm thực,39894,37,-3.61%,1890,10.97%,9.71%,Tier 3
CR707,Quỳnh Tv 85,Công nghệ,2865367,7,0.44%,803794,5.87%,28.02%,Tier 2
CR708,Đức Tv 46,Giải trí,40936,16,20.27%,12375,4.72%,15.27%,Tier 3
CR709,Minh Review 25,Giáo dục & Kiến thức,11604,18,21.53%,2502,7.36%,15.00%,Tier 3
CR710,Kiên Beauty 56,Giáo dục & Kiến thức,31173,39,0.63%,10629,7.65%,15.01%,Tier 3
CR711,Tuấn Tv 26,Thời trang & Làm đẹp,24467,39,6.38%,5755,2.86%,8.03%,Tier 3
CR712,Kiều Official 41,Thời trang & Làm đẹp,36629,30,-4.97%,4163,6.73%,9.95%,Tier 3
CR713,Bình Studio 34,Du lịch & Đời sống,839432,83,1.65%,43060,10.42%,1.71%,Tier 1
CR714,Hà Tech 37,Du lịch & Đời sống,38488,19,-1.95%,8679,11.15%,13.68%,Tier 3
CR715,Bình Vlog 27,Công nghệ,135618,67,2.03%,8470,6.20%,56.80%,Tier 1
CR716,Đức Tv 90,Giải trí,66220,69,-2.47%,9638,10.09%,9.29%,Tier 2
CR717,Kiều Makeup 49,Giải trí,23865,16,14.24%,2180,4.73%,2.50%,Tier 3
CR718,Trang Tech 44,Ẩm thực,35873,21,14.69%,5046,9.32%,18.76%,Tier 3
CR719,Tuấn Makeup 86,Giáo dục & Kiến thức,28416,40,22.62%,4631,4.31%,12.00%,Tier 3
CR720,An Food 11,Giải trí,33799,60,7.39%,5907,1.43%,0.39%,Tier 3
CR721,Linh Tv 81,Du lịch & Đời sống,78353,36,4.59%,19166,8.15%,16.21%,Tier 2
CR722,Nam Channel 94,Giáo dục & Kiến thức,671273,75,8.43%,151648,4.21%,74.21%,Tier 1
CR723,Hoàng Food 35,Giải trí,822189,7,5.73%,164750,2.45%,8.44%,Tier 2
CR724,Nam Vlog 19,Thời trang & Làm đẹp,843565,52,4.27%,154679,4.55%,40.43%,Tier 1
CR725,Kiều Beauty 75,Du lịch & Đời sống,3310,8,1.21%,639,3.99%,27.45%,Mass
CR726,Kiều Tech 80,Giáo dục & Kiến thức,3326349,72,-3.87%,192327,11.50%,75.55%,Tier 1
CR727,Kiều Food 54,Công nghệ,12685,41,-0.41%,1173,9.89%,6.43%,Tier 3
CR728,Minh Channel 46,Ẩm thực,13879,60,1.19%,1744,3.12%,1.30%,Tier 3
CR729,Minh Makeup 71,Công nghệ,36035,16,6.10%,6029,7.35%,9.44%,Tier 3
CR730,Trang Official 30,Công nghệ,189476,14,13.95%,22493,7.96%,10.73%,Tier 2
CR731,Kiên Makeup 17,Ẩm thực,14489,34,14.07%,2030,8.69%,2.86%,Tier 3
CR732,Trang Tech 29,Giáo dục & Kiến thức,1718464,73,2.45%,504181,8.90%,53.90%,Tier 1
CR733,Hoàng Food 49,Giải trí,52814,68,-2.82%,17248,4.78%,3.68%,Tier 2
CR734,Quỳnh Review 33,Giải trí,29819,55,5.48%,1616,3.27%,20.35%,Tier 3
CR735,Tuấn Review 75,Giải trí,447267,12,2.59%,116692,11.01%,8.73%,Tier 2
CR736,Nam Channel 89,Giải trí,2647,44,20.81%,344,2.25%,10.39%,Mass
CR737,Lan Vlog 54,Du lịch & Đời sống,36464,47,11.75%,8915,6.43%,20.26%,Tier 3
CR738,Kiều Vlog 59,Giải trí,50946,57,-5.06%,4842,5.93%,4.42%,Tier 2
CR739,Linh Tips 51,Du lịch & Đời sống,1834,13,12.60%,535,9.12%,22.55%,Mass
CR740,Quỳnh Vlog 80,Ẩm thực,12260,46,9.67%,2914,4.37%,3.82%,Tier 3
CR741,Quỳnh Makeup 63,Giải trí,32453,27,21.57%,5063,2.75%,29.36%,Tier 3
CR742,Nam Beauty 52,Ẩm thực,2902197,49,21.85%,1003785,5.41%,75.82%,Tier 1
CR743,Hà Vlog 84,Giải trí,11764,48,10.36%,720,2.93%,17.15%,Tier 3
CR744,Kiều Food 58,Du lịch & Đời sống,7292,29,4.46%,2664,7.72%,23.05%,Mass
CR745,Hoàng Tips 41,Thời trang & Làm đẹp,3101465,120,15.37%,649720,6.23%,9.56%,Tier 1
CR746,Hoàng Tech 31,Giáo dục & Kiến thức,5828,59,22.08%,1265,2.63%,14.90%,Mass
CR747,Tuấn Tech 50,Công nghệ,29300,40,17.25%,5568,2.73%,21.76%,Tier 3
CR748,Hoàng Food 55,Ẩm thực,500700,85,-1.68%,25537,4.57%,78.48%,Tier 1
CR749,Lan Vlog 53,Công nghệ,440827,7,-4.61%,57547,6.27%,17.75%,Tier 2
CR750,Tuấn Studio 97,Công nghệ,33780,42,5.12%,10820,6.11%,17.84%,Tier 3
CR751,Kiều Studio 51,Giáo dục & Kiến thức,1387085,45,21.53%,85402,7.07%,59.53%,Tier 2
CR752,Tuấn Beauty 27,Giáo dục & Kiến thức,2990742,109,9.69%,968408,4.24%,3.26%,Tier 1
CR753,Kiều Makeup 98,Giải trí,24897,43,-1.47%,1776,4.74%,26.97%,Tier 3
CR754,Nam Makeup 20,Ẩm thực,352299,67,22.17%,107638,9.82%,40.45%,Tier 1
CR755,Minh Beauty 25,Ẩm thực,10542,58,1.37%,2857,5.77%,17.62%,Tier 3
CR756,Bình Tech 18,Công nghệ,38059,47,15.89%,3203,10.70%,8.29%,Tier 3
CR757,Tuấn Official 74,Giáo dục & Kiến thức,44134,46,8.88%,9807,2.06%,4.18%,Tier 3
CR758,Đức Tech 73,Công nghệ,3455027,36,7.78%,246532,2.24%,33.08%,Tier 2
CR759,Minh Studio 78,Ẩm thực,2408,58,14.97%,747,4.75%,24.33%,Mass
CR760,Kiên Vlog 36,Giải trí,381090,3,7.93%,82932,1.35%,26.64%,Tier 2
CR761,An Food 44,Thời trang & Làm đẹp,70923,74,21.34%,7788,8.78%,6.85%,Tier 2
CR762,Linh Studio 94,Giáo dục & Kiến thức,3500,31,5.93%,1046,7.97%,13.09%,Mass
CR763,Hoàng Tech 24,Giải trí,46676,21,17.21%,11612,4.36%,29.34%,Tier 3
CR764,Kiên Vlog 18,Ẩm thực,47209,17,15.59%,9656,7.85%,4.13%,Tier 3
CR765,An Makeup 39,Công nghệ,27428,42,20.86%,8229,9.47%,25.80%,Tier 3
CR766,Kiều Tv 42,Giải trí,46709,36,13.22%,14849,2.88%,23.25%,Tier 3
CR767,Nam Studio 26,Thời trang & Làm đẹp,2869711,119,11.03%,201309,8.34%,4.93%,Tier 1
CR768,Hà Official 92,Du lịch & Đời sống,28001,38,4.36%,5815,6.63%,17.11%,Tier 3
CR769,Kiều Makeup 13,Công nghệ,29296,20,8.79%,1977,10.96%,18.19%,Tier 3
CR770,Bình Tips 68,Giải trí,28493,2,-4.43%,2800,11.17%,8.92%,Mass
CR771,An Tech 75,Ẩm thực,23853,34,18.58%,3537,9.26%,7.15%,Tier 3
CR772,Nam Official 20,Công nghệ,97676,30,18.13%,25333,3.15%,11.17%,Tier 2
CR773,An Official 31,Giáo dục & Kiến thức,75782,40,9.81%,13265,8.41%,4.73%,Tier 2
CR774,Lan Beauty 49,Ẩm thực,15129,45,15.92%,1236,2.46%,12.22%,Tier 3
CR775,Trang Channel 90,Giáo dục & Kiến thức,41135,16,3.89%,9291,5.87%,2.69%,Tier 3
CR776,An Vlog 89,Thời trang & Làm đẹp,39511,55,16.78%,10490,6.14%,11.30%,Tier 3
CR777,Nam Official 65,Thời trang & Làm đẹp,29517,53,11.39%,8996,3.55%,27.07%,Tier 3
CR778,Bình Beauty 61,Công nghệ,2469381,76,9.21%,249362,4.76%,8.03%,Tier 1
CR779,Kiều Studio 85,Ẩm thực,95219,35,7.22%,14420,7.34%,10.22%,Tier 2
CR780,Tuấn Studio 79,Công nghệ,3193326,91,13.16%,502565,4.35%,75.34%,Tier 1
CR781,An Food 18,Giáo dục & Kiến thức,9959,28,11.50%,1907,11.09%,21.45%,Mass
CR782,Lan Tv 16,Du lịch & Đời sống,752271,10,-0.62%,139881,1.79%,7.73%,Tier 2
CR783,Nam Makeup 73,Du lịch & Đời sống,44441,48,18.36%,4463,5.24%,24.70%,Tier 3
CR784,Hà Channel 36,Du lịch & Đời sống,2277774,80,-2.62%,163291,7.69%,79.62%,Tier 1
CR785,Tuấn Tech 88,Du lịch & Đời sống,3381486,80,4.79%,1157799,2.41%,8.33%,Tier 1
CR786,Nam Food 85,Ẩm thực,35346,60,19.28%,3143,11.68%,20.15%,Tier 3
CR787,Hà Tips 22,Giải trí,16658,45,10.16%,6117,2.74%,10.28%,Tier 3
CR788,Hà Food 52,Du lịch & Đời sống,60005,66,12.07%,18895,10.57%,10.41%,Tier 2
CR789,An Tips 83,Du lịch & Đời sống,46830,34,2.82%,9837,11.66%,12.16%,Tier 3
CR790,Minh Tech 24,Ẩm thực,22323,48,17.31%,6671,5.05%,8.27%,Tier 3
CR791,Kiên Channel 65,Du lịch & Đời sống,21936,31,19.46%,2406,10.47%,18.08%,Tier 3
CR792,Đức Beauty 39,Ẩm thực,26918,23,17.66%,2023,5.29%,17.92%,Tier 3
CR793,Kiều Review 41,Giáo dục & Kiến thức,1730366,4,9.50%,320532,1.95%,18.93%,Tier 2
CR794,Đức Official 19,Du lịch & Đời sống,2909,24,-2.46%,642,11.08%,28.34%,Mass
